ID,PRED
19815,0
4519,0
21453,0
4877,1
14760,0
14741,0
3132,0
31114,0
15614,0
2885,1
19070,0
8373,0
4502,0
12705,0
3353,0
22722,0
24555,0
17574,0
14704,0
4254,0
24575,0
12805,1
28608,0
9285,0
12469,0
8049,0
10883,0
28981,0
14762,0
29321,0
2229,1
15482,0
28438,0
21413,0
1684,1
17723,0
26300,0
19391,0
13040,0
25765,0
20962,0
7552,0
5688,0
1247,0
5551,0
6522,0
30883,0
20630,0
17739,1
7781,0
26835,0
3619,0
23342,0
20138,0
18518,0
3921,0
27046,0
25744,0
10476,0
16291,0
14992,0
26472,0
21066,0
11290,0
31638,0
31948,0
20413,0
369,1
12761,1
4168,0
31156,0
5327,0
19912,0
14930,0
26687,0
20599,0
24803,0
19946,1
21501,0
24608,0
19134,0
12291,0
24421,0
573,1
8544,0
11489,0
16996,0
1655,1
28526,0
14881,0
83,1
12181,0
14767,0
16070,0
23436,0
20404,0
23002,0
1516,0
25157,0
23296,0
24924,0
7289,0
4170,0
23757,1
10369,0
16511,0
8672,0
24932,0
28698,1
13837,1
21024,0
17050,0
23841,0
5467,0
31113,0
19631,0
6863,0
14759,0
18391,0
29085,0
3160,1
23033,0
30328,0
28749,0
5306,0
24550,0
20712,0
30605,0
31699,0
7484,0
28176,0
32123,0
28002,0
22948,1
3592,0
9375,0
27304,0
16041,0
13529,0
7998,0
499,1
3184,0
31779,0
14608,0
5026,1
6187,0
8970,0
18092,0
222,1
16695,0
30133,0
24197,0
28188,0
9736,0
27770,0
8889,0
16398,0
2876,1
14856,0
25786,0
10700,0
22799,0
2001,1
9251,0
17097,0
16265,1
26639,0
20297,0
5685,0
29479,0
7582,0
5598,0
22681,0
16883,0
12369,0
32154,0
16316,0
5706,0
15840,0
24145,0
1278,0
22676,0
3780,0
16572,0
5929,0
15062,0
9849,0
12036,1
23354,0
21331,0
31141,0
15409,1
22957,1
8051,0
14279,0
15652,0
1281,0
408,0
14185,0
4900,0
19948,0
5570,0
12736,0
25691,0
1398,0
5771,0
3725,0
6741,0
25754,0
26669,0
2308,1
28571,0
6237,0
31501,0
26040,0
11863,0
3660,0
27614,0
23511,0
23859,0
18586,0
30684,0
31740,1
25980,0
27484,0
1090,0
24250,0
24500,0
5523,0
15426,0
17891,0
16623,0
15259,0
11068,0
15348,0
6462,1
31847,0
6214,0
11610,0
29271,0
13038,0
22627,0
20513,0
24643,0
14510,0
25021,1
27676,0
26412,0
14224,0
18887,0
7886,0
12073,0
19011,0
1109,0
29876,0
30848,1
7794,0
32106,0
15631,1
1791,1
14085,0
22039,0
13664,0
21106,0
29422,0
8300,0
16624,1
14118,0
31369,0
18110,0
19651,0
9358,0
6438,0
17766,1
18007,0
26602,0
11024,1
5466,0
23016,0
6672,0
10299,0
4341,0
4058,0
23187,0
17328,0
2208,1
20791,1
2798,1
8057,0
11925,0
7100,0
2425,1
31442,0
10351,0
22674,1
26521,0
216,1
5006,1
17792,0
5114,0
5814,0
15178,0
23933,0
26821,0
8151,0
9000,0
1427,0
16664,0
8132,1
22058,1
10421,0
27419,0
4689,0
10370,0
1660,1
29132,0
25571,0
16169,0
10285,0
2730,1
13020,0
21072,0
21232,0
28810,0
3703,0
23392,0
9226,0
16834,0
11476,0
28476,0
18022,0
22327,0
16222,0
16752,0
20418,0
30618,0
14127,0
5535,0
31913,0
15478,0
32472,0
13346,0
32261,0
17498,0
12483,0
24341,1
24866,0
27839,0
4419,1
13005,0
18683,0
8141,0
23516,0
5654,0
29532,0
8223,0
23611,0
26899,0
11389,0
12264,0
14921,0
15915,0
13287,0
13484,0
2868,1
14867,0
29306,0
18010,0
31719,0
18728,0
8824,0
17799,0
9138,0
4343,0
1288,0
1912,1
10645,0
20945,0
20591,0
17817,0
10887,0
19712,1
29080,0
18086,0
13098,0
12027,0
5139,0
24200,0
7217,0
9194,0
31449,0
27749,0
29337,0
24988,0
11153,0
5576,0
11097,0
3315,0
10422,0
9872,0
26920,0
15181,0
10981,0
21144,0
23667,0
29137,0
7420,0
4978,0
1456,0
19898,0
26725,0
16937,0
22269,0
8310,1
30338,0
5325,0
5386,0
25015,0
31015,0
8487,0
3398,0
9380,0
5662,0
23653,0
15028,0
7997,0
25855,0
24390,0
4199,0
8651,0
13911,0
29880,0
388,1
22540,0
8225,0
31967,0
17299,0
24913,0
22176,0
20359,0
13035,0
21582,0
20290,0
7768,0
6290,1
8723,0
23018,0
10056,0
14040,0
24654,0
3579,0
19082,0
32185,1
25775,0
29925,0
22758,1
5657,0
22632,0
12238,1
26901,0
18212,0
28091,0
19861,0
5864,0
21268,0
20974,0
10989,0
23451,0
5425,0
26095,0
8278,0
17840,1
20270,0
14020,0
12754,0
27370,0
22155,0
31934,0
2647,1
22227,0
15955,0
30138,0
24785,0
26407,0
30715,0
4121,0
22646,0
2497,1
18941,0
1668,1
19435,0
23635,1
14149,0
10091,0
19667,0
19997,0
9998,0
28800,0
5934,0
11052,1
1023,0
20549,0
7278,0
22426,0
29966,0
18995,1
31953,0
26797,0
8267,0
22435,0
16443,0
1786,1
17362,1
19098,0
29742,0
25236,1
24108,1
14202,1
24120,0
1555,1
27161,0
29971,0
491,1
17311,0
9298,0
31958,0
23542,1
10300,0
29097,0
26855,0
19681,0
14722,0
13059,0
19050,0
27657,1
27417,0
3705,0
12912,0
21064,0
7947,0
26905,1
29904,0
2900,1
24044,0
7790,0
32170,0
6528,0
15497,0
28589,0
31985,0
24497,0
32105,0
23798,0
18426,0
22053,0
31645,0
20318,0
24834,0
14137,0
31676,0
27830,0
31594,1
9761,0
14911,1
15112,0
14960,0
27678,0
24967,0
4577,0
26608,1
22072,0
12033,0
20395,0
15516,0
4457,0
24287,0
6354,0
3189,0
26886,0
23704,0
13649,1
30147,0
27994,0
22608,0
9541,0
15820,0
15336,0
10491,0
27518,0
6234,0
4985,1
23210,0
7680,0
26820,0
27219,0
1406,0
4450,0
3470,0
25975,0
7136,0
4974,0
30573,0
4461,0
11191,0
27035,0
17635,0
9353,0
29014,0
12584,0
23440,0
2847,1
19633,0
26418,0
29979,0
30443,0
7306,0
28373,0
32250,0
28719,0
31464,0
14724,0
21419,0
843,1
20688,0
4981,0
26704,0
27527,0
28019,0
30691,0
21524,0
16687,0
28744,0
28639,0
18605,0
14573,1
24110,1
13608,0
27538,0
26609,0
11444,0
9329,0
18826,0
10261,0
31406,1
1412,0
30230,0
21554,0
28239,0
18204,0
18368,0
27921,0
7665,0
8900,0
30330,0
11305,0
31413,0
20402,0
27033,0
17151,0
24066,0
21721,1
14144,1
28162,0
7468,0
27075,0
25815,0
32064,0
14570,0
19261,0
20461,0
8248,0
12986,0
31593,0
18078,0
21479,0
7261,0
2476,1
14368,0
4513,0
4084,0
20946,0
8932,0
6935,0
14438,0
19739,0
25762,0
457,1
18307,0
18774,1
7690,1
28007,0
9831,0
10536,0
96,1
31763,0
10898,0
15570,0
15838,0
16785,0
5160,0
2764,1
8925,0
4273,0
9904,0
21841,0
28952,0
31318,0
30226,0
6000,0
25688,0
12749,0
32085,0
29101,0
217,1
30800,1
19590,1
9038,0
32247,0
12788,0
30162,1
28988,0
9405,0
15209,0
32475,0
21009,0
6760,0
24402,0
9058,0
27721,0
12384,0
1788,1
7109,0
30348,0
32153,0
19350,0
2726,1
625,1
18145,0
18283,0
30168,0
14793,0
2406,1
18132,0
30685,0
13132,0
10925,0
12462,0
6757,0
20160,0
15808,0
30427,0
1520,1
11955,0
17902,0
210,0
5464,0
11500,0
10930,0
462,1
26915,0
16308,0
8540,0
15677,0
27032,0
6769,0
12214,0
12892,0
14297,1
21377,0
31102,0
10244,0
11000,0
30098,0
3378,0
16383,1
32309,0
890,1
18912,0
13487,0
25900,0
8196,0
21474,0
28075,0
21537,0
5879,1
27553,0
3798,0
4751,0
6879,0
19204,0
14105,0
17592,0
20798,0
30051,0
31099,0
14857,0
24549,0
18551,0
23430,0
13486,0
8908,0
16839,0
23898,0
8653,0
4744,0
9426,0
30639,0
8658,1
2240,0
6726,0
21433,0
655,1
12086,0
27030,0
22485,0
9161,0
12484,0
10328,0
19761,0
23784,0
28285,0
32434,0
12704,0
16000,0
2518,1
32242,0
18871,0
20188,1
25869,0
14564,0
29390,1
11961,0
19295,0
27806,1
2554,1
13914,0
18695,0
15937,0
26244,0
24220,0
4335,0
17398,0
16238,0
624,1
13060,0
19002,0
28617,0
15694,0
7251,0
13480,0
9188,0
20278,1
25012,0
30369,0
2893,1
29162,0
22279,0
6362,0
10563,0
16882,0
26904,0
16734,0
8188,1
30630,0
7696,0
28786,0
27946,0
13423,0
27428,0
21747,0
9500,0
28669,0
3507,0
10958,0
15204,0
26817,0
8874,0
14652,0
22756,0
6366,0
25915,0
762,1
14740,0
16675,0
32363,0
2383,1
27801,1
9598,0
29078,0
29056,0
8647,0
26478,1
32418,1
8513,0
9573,0
18508,0
30556,0
31606,0
25929,0
16368,0
18505,0
14170,0
18075,0
14117,0
4449,0
14353,0
22605,0
9006,0
9626,1
10628,0
14233,0
29381,0
5172,0
3835,0
29845,0
5953,0
9875,0
3752,0
24651,0
26308,0
10405,0
1255,0
8862,0
11129,0
17637,0
1291,0
5337,0
24187,0
29153,1
26570,0
19866,0
10823,0
8387,0
5384,0
10333,0
17409,1
29931,1
12492,0
25488,0
1731,1
17036,0
22595,0
15075,0
14023,0
896,0
15196,0
6268,0
30612,1
21967,1
3387,0
25568,0
29315,0
29780,0
19180,0
11804,0
20485,1
19524,0
22289,0
928,0
24291,0
1959,1
465,1
21124,0
17933,0
18314,0
18523,0
21028,0
28923,0
21276,0
20165,0
7581,0
19695,0
25494,0
3673,0
16481,0
23691,0
9093,0
3122,0
15263,0
31053,1
6442,0
3910,0
1377,0
21391,0
20883,0
24792,0
18840,0
3263,0
26178,0
26682,0
8518,0
18447,0
6529,0
21952,0
21965,0
27385,0
18137,0
20686,0
6526,0
15720,0
1043,0
7223,0
31214,0
20575,0
3916,0
23385,0
21070,0
5201,0
9485,0
243,0
26173,0
13531,0
27015,0
2842,1
24010,0
6551,1
21570,0
22244,0
10882,0
31381,0
26633,0
15561,0
14913,0
30939,0
18929,0
6534,0
26181,0
13130,0
18620,0
27074,0
29758,0
2791,1
1188,0
6188,0
6483,0
6914,0
23448,0
8692,0
6390,0
5732,0
4636,0
8292,0
25594,1
27017,0
18717,0
428,1
24874,0
4679,0
1337,0
1588,1
8622,0
4209,0
25835,0
11808,0
10454,0
23201,0
27987,0
16247,0
2536,1
4229,0
23528,0
11119,0
13922,0
6392,0
8993,0
18702,0
17900,0
31286,1
6253,0
22969,0
24175,0
24705,0
11993,0
18390,0
31791,0
3396,0
30668,0
23316,0
18018,0
31134,0
7650,0
12081,0
15362,1
22639,0
10581,0
9301,0
6758,0
18006,0
27323,1
1122,0
10381,0
7427,0
733,1
23227,0
19452,0
4915,1
10296,0
26869,0
725,1
21060,0
13899,0
19749,0
14528,0
20089,0
17452,0
10154,0
31509,0
13504,1
13471,0
9061,0
29048,0
25374,0
9936,0
28815,0
24973,0
32124,0
31145,0
7330,0
266,1
8153,0
28103,0
4148,0
29994,0
21297,0
27497,0
30140,0
29008,0
20196,0
6011,1
19202,0
28395,0
9242,0
13658,0
29869,0
30475,0
28725,0
3096,1
17550,0
25456,0
7653,0
16786,0
28336,0
22503,0
32182,0
5144,0
10229,1
729,1
10993,0
10228,1
5485,0
9767,0
18732,1
26449,0
28700,0
1092,0
11773,0
18226,0
2213,1
28350,0
10430,0
3847,0
19519,1
13225,0
26139,0
7229,0
17103,1
2129,1
2231,1
4639,0
6689,0
15875,0
29709,0
22992,1
30683,0
9728,0
31983,1
4902,0
3031,1
18979,0
9932,0
13625,0
24773,0
12573,0
2856,1
4528,0
8416,0
22835,0
12104,0
26578,0
2884,1
4813,0
24624,0
28546,0
16185,0
25336,0
25288,0
2638,1
4080,0
19036,0
873,1
3639,0
2564,1
19688,1
3874,0
27926,0
26995,0
31770,0
4991,0
17236,0
273,1
1330,1
11578,0
28877,0
22976,0
29787,0
12917,1
12035,0
423,1
10696,0
11188,1
6745,0
16128,0
26627,0
32037,0
17426,0
1298,0
13252,0
11028,0
2960,0
7885,0
26100,0
11204,0
11710,0
29086,0
2168,1
9366,0
14736,0
9091,0
16973,1
19644,1
27725,0
10890,0
6656,0
5679,0
24309,0
10231,1
19148,0
6620,0
12263,0
24165,0
7221,1
2286,1
996,0
32444,0
7652,0
23340,0
31987,0
14920,0
1339,0
5676,0
4556,0
5511,0
28302,0
26692,0
31131,0
27937,1
25082,0
12783,0
2540,1
24828,0
9747,0
16286,0
12610,0
29628,0
850,1
24021,0
1815,1
14229,0
22487,0
28506,0
23774,0
25222,0
4227,0
23720,0
11943,1
29491,0
18189,0
7912,0
28275,0
15491,0
26196,1
14938,0
9985,0
23519,0
20770,0
28601,0
9555,0
8986,0
31180,0
10572,0
12964,0
16515,0
27119,0
15554,0
17531,1
21012,0
27110,0
9189,0
7579,0
8525,0
27893,0
29477,0
9975,0
6916,1
12535,0
20458,0
24590,0
6725,0
17090,0
15757,0
23490,0
2331,1
32222,0
26667,0
29735,0
25524,0
15144,0
10943,0
3792,0
14014,0
28264,0
26025,0
22321,0
13052,0
5727,0
29730,0
2095,1
6248,0
14910,0
1227,0
27389,0
25814,0
31386,0
12471,0
26946,0
3219,0
7249,0
25282,0
11405,0
18703,0
4384,0
31705,1
21319,0
21250,0
26565,0
26544,1
28442,0
11114,0
6223,0
3383,1
1981,1
2772,1
21761,0
4982,0
21668,0
23208,0
10493,0
17588,0
359,1
27038,0
12195,0
25290,1
21423,0
26299,0
12527,0
14909,1
15667,1
20577,0
12981,0
1385,0
4534,1
25079,0
2973,1
25990,0
11822,0
8137,0
5282,0
22833,0
21882,0
11466,0
1328,0
13062,0
25871,0
11582,0
11764,1
16413,0
16794,0
5070,0
14840,0
22995,1
30021,0
15306,0
29070,0
14128,0
10515,0
11462,0
31325,0
4969,0
1441,0
2616,1
19864,0
26343,1
7406,0
13679,0
16716,0
19954,1
9201,0
9575,0
1510,0
25490,0
13143,0
8293,0
26793,0
12724,0
17899,0
27214,1
10525,0
25037,1
25526,0
10180,0
2320,1
16166,0
28997,0
16119,0
20055,0
25065,0
28924,0
23923,0
24998,0
19293,0
6788,0
19564,0
7708,0
9567,1
17714,0
2153,1
27198,0
9040,0
23313,0
29500,0
4817,0
12654,0
30496,0
21931,0
6746,0
5770,0
3115,0
3397,1
26828,0
27406,0
27431,0
9733,0
31122,0
11775,0
4410,0
5222,0
12876,0
2140,1
18317,0
15900,0
2265,1
31477,0
31498,0
20737,0
17444,0
23107,0
10356,0
29191,0
2464,1
30086,0
23657,0
21112,0
16872,0
16926,0
27757,0
24273,0
3601,0
8834,0
23783,0
31771,0
20193,1
24625,0
7228,1
578,1
8931,0
30137,0
6906,0
15091,0
13539,0
21805,0
8295,0
26620,0
5604,0
8231,0
26763,0
30699,0
12554,0
3000,1
13197,0
8943,1
18585,0
19390,1
30915,1
10739,0
23297,0
5226,0
15755,0
16324,0
6508,0
1318,0
31933,0
17335,0
21036,0
22245,0
25202,0
23054,0
14976,0
6865,0
3268,0
21610,0
22342,0
22637,0
31789,0
25905,0
5545,0
17668,1
6632,0
12528,0
13236,0
23461,0
28591,0
7602,0
25295,0
29350,0
17367,0
32394,0
7976,0
14059,0
30622,0
2710,1
23917,0
6494,0
21449,0
279,1
7033,0
10919,0
18471,0
7301,0
6395,0
2344,1
23673,1
22514,0
31828,0
29610,0
18134,0
25378,0
13852,0
11607,0
31563,0
29166,0
20532,0
8079,0
12215,0
10398,1
24404,0
25899,0
26648,1
8879,1
4160,0
19197,0
278,1
8602,0
22775,0
9022,0
24741,0
736,1
10519,0
26481,0
5186,0
9284,0
32164,0
5215,1
31343,0
19306,0
12885,0
6872,0
15498,0
13624,0
2034,1
936,1
28135,0
1197,0
30559,0
32158,0
22231,0
9248,0
15227,0
21393,0
21958,0
5148,0
11876,0
24424,1
16248,0
19044,0
28049,0
30386,0
8227,1
8025,0
27588,0
5665,0
18041,0
3901,0
790,1
11794,0
18527,0
28301,0
24328,0
19040,0
26047,0
5777,0
6119,0
21224,0
22146,0
25417,0
9779,0
11032,0
14982,0
8786,0
7327,0
31055,0
17468,0
11127,0
30948,0
2879,1
4771,0
3105,0
250,1
17527,0
10035,0
17895,0
4762,0
31998,0
21864,1
900,0
16426,0
24369,0
8324,0
14773,0
2527,1
21080,0
13094,1
31368,0
330,0
29579,0
27498,0
22351,0
10089,1
13198,0
31175,0
20490,0
11551,0
6531,0
24128,0
5436,0
24662,0
20592,0
8054,0
3946,0
29907,0
1650,1
4413,0
26457,1
29275,0
31928,0
19461,0
32381,0
28948,0
18264,0
20198,0
14784,0
430,1
19079,0
10162,0
11307,0
18853,0
5227,0
32003,0
10090,0
13144,0
18654,0
17734,0
2683,1
11029,0
505,1
12609,0
32156,0
20703,0
28437,1
10429,0
1610,1
6455,0
27048,0
26626,0
10512,0
22196,0
22809,0
3789,0
1243,0
17666,0
10424,0
5286,0
29462,0
26296,0
13792,0
17914,0
15260,0
14293,0
18318,0
3931,0
18472,0
22242,0
21051,0
20077,0
4186,0
30042,0
3776,0
21528,0
14625,0
7628,0
20747,0
11792,1
31116,0
4579,0
18634,0
4707,0
17954,0
19919,0
8247,0
25726,0
22521,0
6478,0
20036,0
11117,0
31396,0
14418,0
12759,0
11072,0
28088,1
29501,0
19271,0
24907,1
21193,0
3813,0
20894,1
9653,0
29024,0
20261,0
23304,0
11067,1
29001,0
18305,1
6580,0
30209,0
29995,0
2119,1
30090,0
31296,0
11598,0
5135,0
18531,0
8575,1
3125,0
14980,0
11693,0
28830,0
31193,0
5138,0
7505,0
5157,0
19844,0
16073,0
13602,0
26514,0
3013,1
10193,0
29560,0
742,1
1118,0
26764,0
30357,0
28325,0
13387,0
13725,0
29959,0
31531,1
8500,0
12836,0
13459,0
22531,0
32378,0
8892,0
28767,0
4716,0
19319,0
3469,0
12346,0
15382,1
585,1
21979,0
32246,0
16342,0
3923,0
20859,0
15952,0
23361,0
13903,0
6547,0
21286,0
13271,0
10311,1
2858,1
20938,0
25371,0
3697,0
28062,0
27158,0
16188,0
14169,0
29113,0
6377,0
3113,0
26082,0
214,0
21686,0
18069,0
1664,1
19976,0
7907,1
22038,0
8180,0
17581,0
22695,0
17604,0
5394,0
15785,0
31201,0
532,0
30182,0
23397,0
7525,0
10175,1
4772,0
15825,0
26659,0
4047,0
2848,1
16181,0
22397,0
12733,0
8398,0
4237,0
29681,0
28690,0
30524,0
4645,0
8242,0
10509,0
22006,0
18152,0
27378,0
20126,0
8674,0
28298,0
2275,1
980,1
5456,1
18757,0
4181,0
5584,1
19449,0
6498,0
27838,0
27437,0
25681,0
17445,0
29394,0
31194,0
26135,0
23130,0
25073,0
11827,0
1426,0
15139,0
32025,0
14845,1
21773,1
31940,0
12362,0
18805,0
12778,0
11178,0
401,1
30490,0
8476,0
22643,0
31280,0
12868,0
6052,0
26671,0
10427,0
13340,0
11701,0
10342,0
1723,1
6319,0
10579,0
7667,0
4280,0
3964,0
3246,0
31892,0
22730,0
6235,0
19066,0
4738,0
15621,0
27463,0
30467,0
621,1
15938,0
16739,0
25377,0
3427,0
24488,0
22310,0
32414,1
24587,0
9003,0
16728,0
25014,0
25224,0
3517,0
26598,0
18817,0
9214,0
30627,0
22451,0
14632,0
251,1
10992,1
30817,0
31278,0
26758,0
24490,0
26897,1
6552,0
17651,1
21531,0
34,0
14545,0
22694,0
17237,0
17672,0
4589,0
28328,1
18476,1
16451,0
21231,0
29924,0
2004,1
22638,0
28857,0
12530,0
4742,0
12124,0
26324,0
23517,0
4851,0
13941,0
4200,0
9606,0
4400,0
6418,0
11900,1
3053,1
27109,0
5005,1
12477,1
20983,0
30868,0
20989,0
20253,0
15191,0
18468,0
24426,0
19441,0
12461,0
28129,0
747,1
21742,0
20886,0
16560,0
28566,0
29727,0
1921,1
19685,1
26986,1
17226,0
24750,1
13053,0
13326,0
30787,0
17233,0
18208,0
2980,0
30333,0
14311,1
22160,0
3382,0
19970,0
17777,0
27807,0
5824,0
12513,0
26310,0
9149,0
28970,0
20624,0
30532,0
7405,0
6730,0
9124,0
31577,0
23739,0
6646,0
16780,0
24362,0
1226,0
21196,0
25660,1
23343,0
10192,0
19636,0
10676,0
1635,1
19407,0
24754,0
21860,0
13432,0
4993,0
3154,0
25984,0
29450,0
29040,0
1715,1
21649,0
2874,1
15643,0
26968,0
9668,0
4344,0
32133,0
29558,0
20892,0
9315,0
24221,0
24621,0
795,0
4405,0
15951,0
29180,0
12283,0
27452,0
18946,0
3402,0
31021,0
3905,0
8184,0
22306,0
1078,0
3386,0
24040,0
7578,0
1758,1
18682,0
10557,1
20512,0
30732,1
971,1
31846,0
3806,0
19677,0
1536,1
14825,0
18529,0
28531,0
15789,0
26508,0
10272,0
31909,0
2805,1
20846,0
516,0
14525,1
18616,1
21529,0
20370,0
4540,0
12110,0
10217,0
15692,0
7760,0
6870,0
22748,1
10765,0
12560,0
32012,0
1968,1
17067,0
26266,0
12037,0
10092,0
10329,0
28106,0
24744,0
13291,0
19803,0
30127,0
19398,0
31399,0
14808,0
2388,1
18049,0
5348,0
31973,0
30810,0
14183,0
19084,0
16147,0
10697,0
23407,0
10594,0
12326,1
31444,0
10022,0
2276,1
28419,1
4884,0
20347,0
3298,0
23502,1
18191,0
8218,0
19884,0
6399,0
7231,0
9791,0
18958,0
13783,0
12082,0
1433,0
32433,0
12377,0
3193,0
7627,0
31153,0
25633,0
10610,0
2141,1
19278,0
6887,0
15035,1
29760,0
5853,0
2174,1
16541,0
3690,0
22369,0
2744,1
6965,1
12285,1
27382,0
12620,0
7978,0
16501,0
28494,0
6453,0
14649,0
12524,0
16242,0
1889,1
29677,0
23476,0
30142,0
11816,0
8281,0
11674,0
12826,0
538,1
22829,0
27401,1
12292,0
6014,0
16827,0
7916,0
15289,0
18760,0
9570,0
9384,0
16277,1
25612,0
13488,0
6815,0
10019,0
30503,0
21122,0
24243,0
28432,0
31581,0
13220,0
25194,0
16362,0
27371,0
1598,1
19163,0
15212,0
12277,0
14303,0
1710,1
6289,0
10012,0
26773,0
4235,1
29981,0
31123,0
28809,0
25381,1
14535,0
23129,0
3014,1
11288,0
14575,0
28278,0
32208,0
2622,1
23311,0
27352,0
23813,0
22563,0
24758,1
2266,1
7932,0
8426,1
12810,1
27144,1
8197,1
32333,0
27758,0
2903,1
14710,0
3662,1
24367,0
28662,0
2157,1
579,1
17191,0
17314,0
12593,0
3843,0
21706,0
8362,0
4347,1
2715,1
27970,0
15873,0
7850,0
16367,0
22332,0
7748,0
18461,0
18909,0
16897,0
19697,0
4219,0
6367,0
24742,0
3710,1
19376,0
6070,0
15829,0
705,1
13048,0
12223,1
11832,0
28649,1
8374,0
31997,0
25686,0
14672,0
20149,0
30651,0
2532,1
14602,1
25889,0
18957,0
5472,0
17813,0
16518,0
8191,0
29566,0
20201,0
28846,0
1113,0
22980,0
15095,0
31007,0
20621,0
10953,0
23133,0
30387,0
19443,0
1719,1
31284,1
7431,0
16233,0
23198,0
12758,0
15296,0
5561,0
23837,0
11526,0
27041,0
7514,0
14459,0
29039,0
14446,0
8480,0
31707,0
8344,0
28455,0
880,1
16914,0
28267,0
6876,0
11811,0
15506,1
1246,0
27277,0
6373,0
9857,0
21102,0
11513,0
13985,0
25773,0
18839,0
9328,1
24700,0
22739,0
16783,0
18216,0
23302,0
16868,1
2754,1
22716,0
3208,0
29303,0
16253,0
6635,0
12361,0
4372,0
29918,0
7839,0
22345,0
2678,1
32341,0
644,1
22633,0
16187,0
6933,0
3508,1
16792,0
21748,0
32251,0
18801,0
21480,0
11229,0
3732,0
22291,0
8617,1
19608,0
6145,0
16810,0
18615,0
738,1
19972,1
13617,0
15647,0
6164,0
173,0
22937,1
18418,0
5034,0
4120,0
19802,0
9222,0
10388,0
11903,0
14778,0
21123,0
22043,0
27748,0
16551,0
16349,0
29820,0
21724,0
12821,0
12402,0
3876,0
22021,0
28148,0
18933,0
26251,1
16004,0
18016,0
19302,0
29108,0
11018,1
17968,1
16908,1
2111,1
10853,0
17624,0
13498,0
13458,0
31637,0
32407,0
1503,0
11758,0
29543,0
15868,0
29732,0
5836,0
12978,0
2974,1
6803,0
22599,0
7528,1
26940,0
2932,0
6293,1
20678,0
22087,1
22802,0
17775,0
30811,1
27398,0
32468,0
21016,1
17115,0
21495,0
24405,0
18169,0
21032,0
11399,0
1992,1
8902,1
28317,0
24164,0
22020,0
14181,0
5843,1
25732,0
26264,0
19777,0
550,1
22128,0
27099,0
8413,0
17219,1
13525,0
8439,0
12741,0
30399,1
25205,0
8870,0
23330,1
844,0
32511,1
31834,0
17460,0
18327,0
21139,0
28274,0
20441,0
25698,0
28392,0
24017,0
20742,1
29720,0
21707,0
20117,0
1483,0
18815,0
12032,0
20745,0
323,0
15241,0
4165,0
20489,0
20090,0
13766,1
14583,0
25175,0
31157,0
30799,1
9845,0
12854,0
9842,0
12738,0
12599,0
7267,0
16976,0
10656,0
14495,1
14499,0
341,0
19371,0
17829,1
5859,1
16461,0
5128,0
18239,0
11997,0
15598,0
18021,0
6939,0
4871,0
833,1
9800,0
28806,0
16686,1
4913,0
22682,0
21337,0
8478,0
26902,0
24397,0
26314,0
1508,0
6983,0
26932,1
5595,0
9536,0
13214,0
14509,0
5332,0
32077,0
23180,0
31400,0
30786,0
28833,0
4867,0
11558,0
18124,0
16490,0
9159,1
13845,0
1457,0
6169,0
15411,0
16404,0
11146,0
31888,0
10990,0
14070,0
19927,0
22385,0
19673,0
2142,1
14216,0
28794,0
9427,0
12680,0
24755,1
12690,0
7792,0
32190,0
9152,0
25919,0
9685,0
